timestamp,program,jupyter,python_exp,pandas_skill,os,dark_mode,languages,continents,dob,wake_time,sleep_time,fav_season,caffeine,pet,fav_movie,fav_genres,hobbies,hw0
2025-09-09 17:43:09,bachelor's (cs),True,less than 1 year,2,macos,False,english,"africa, asia, europe, north america, south america",2004-11-15,1900-01-01 10:00:00,1900-01-01 00:00:00,spring,tea,pet rock,,comedy,"tennis, movies, eating",
2025-09-09 17:44:15,bachelor's (statistics),True,1-2 years,1,macos,True,english,north america,2004-10-21,1900-01-01 09:00:00,1900-01-01 01:00:00,fall,coffee,pet cat,,"action, comedy, sci-fi, mystery/thriller",,
2025-09-09 17:44:16,master's (ds),True,4+ years,5,macos,True,,"asia, australia, europe, north america",2003-02-22,1900-01-01 11:00:00,1900-01-01 01:00:00,winter,coffee,pet cat,,,,
2025-09-09 17:44:32,bachelor's (am),True,2-4 years,4,macos,True,english,"europe, north america, south america",2004-09-23,1900-01-01 07:25:00,1900-01-01 00:00:00,summer,no caffeine for me!,pet cat,shawshank redemption,"action, comedy, sci-fi","hiking, running, reading",
2025-09-09 17:44:38,bachelor's (chemistry),True,1-2 years,4,macos,True,"english, spanish",north america,2004-06-14,1900-01-01 08:45:00,1900-01-01 00:00:00,winter,no caffeine for me!,pet cat,bee movie,"sci-fi, fantasy","playing cello, basketball, playing minecraft",
2025-09-10 10:35:35,mit master’s,True,2-4 years,3,macos,False,"english, greek, spanish","europe, north america, south america",2003-01-11,1900-01-01 09:00:00,1900-01-01 00:30:00,summer,no caffeine for me!,pet dog,whiplash,"action, comedy, horror, sci-fi, fantasy, mystery/thriller","music production, padel, basketball",🧐
2025-09-09 17:45:08,,True,less than 1 year,1,macos,False,english,"africa, asia, europe, north america, south america",2002-12-15,1900-01-01 08:00:00,1900-01-01 00:00:00,summer,coffee,pet dog,,"comedy, drama, mystery/thriller, romance, documentary",,
2025-09-09 17:45:19,master's (ds) [extension school],True,4+ years,3,windows,True,python r sql,"africa, asia, europe, north america, south america",1985-11-27,1900-01-01 06:00:00,1900-01-01 22:00:00,fall,coffee,pet dog,home alone,comedy,"cycling, hiking, traveling",
2025-09-09 17:45:23,master's (ds),True,4+ years,3,windows,False,"english, mandarin","asia, australia, north america",2000-09-06,,,fall,no caffeine for me!,pet dog,,,,
2025-09-09 17:45:31,hks master's,True,less than 1 year,1,windows,False,korean,asia,1990-07-07,1900-01-01 05:40:00,1900-01-01 23:40:00,winter,coffee,pet rock,interstella,"sci-fi, fantasy, mystery/thriller","playing golf, weightlifting, investment",
2025-09-09 17:45:42,bachelor's (statistics),False,less than 1 year,2,macos,True,"english, ukrainian, russian","africa, asia, europe, north america, south america",2004-09-23,1900-01-01 08:30:00,1900-01-01 01:00:00,fall,coffee,pet cat,the fault in our stars,"comedy, drama, fantasy, mystery/thriller, romance, documentary","chess, running, walking",
2025-09-09 17:45:59,master of finance at mit,True,2-4 years,4,macos,True,"english, chinese","asia, north america, south america",2002-01-04,1900-01-01 08:00:00,1900-01-01 23:45:00,fall,tea,pet dog,the prestige,"action, comedy, sci-fi, mystery/thriller, romance, documentary","video gaming, tennis, piano",
2025-09-09 17:46:42,phd,True,1-2 years,2,windows,True,"english, korean","asia, europe, north america",1994-10-30,1900-01-01 08:00:00,1900-01-01 01:00:00,summer,coffee,pet dog,,"action, comedy, sci-fi, mystery/thriller, documentary",,
2025-09-09 17:46:53,master's (ds) [extension school],True,1-2 years,3,windows,False,"english,thai","asia, north america",2001-01-22,1900-01-01 07:00:00,1900-01-01 22:00:00,spring,tea,pet cat,rush hour,"comedy, romance","gardening,napping,camping",
2025-09-09 17:46:58,master's (ds),True,1-2 years,3,macos,False,mandarin english french,asia,2002-01-12,1900-01-01 09:30:00,1900-01-01 00:00:00,summer,no caffeine for me!,pet cat,love actually,"action, drama, sci-fi, fantasy, mystery/thriller, romance","reading, musicals, traveling",
2025-09-09 17:48:24,master's (ds),False,less than 1 year,2,macos,True,"english, mandarin","asia, australia, europe, north america",2002-08-27,1900-01-01 07:00:00,1900-01-01 01:30:00,fall,coffee,pet cat,saw,"horror, mystery/thriller","taking photos, cafe hopping, watching movie",
2025-09-09 17:49:29,master's (ds),True,2-4 years,4,macos,True,"english, latin",north america,2003-06-02,1900-01-01 07:00:00,1900-01-01 01:00:00,spring,energy drinks,pet rock,the dark knight,"comedy, horror, mystery/thriller","playing the piano, reading latin, weightlifting",
2025-09-09 17:49:47,bachelor's (statistics),True,1-2 years,2,windows,True,"english, tamil","asia, europe, north america",2005-08-17,1900-01-01 08:30:00,1900-01-01 01:30:00,fall,tea,pet rock,inside out 2,"horror, mystery/thriller, documentary","dancing, painting, playing tetris",
2025-09-09 17:50:27,masters in design studies (mdes),True,less than 1 year,1,windows,True,"english, cantonese, mandarin","africa, asia, australia, europe, north america, south america",1993-04-09,1900-01-01 08:30:00,1900-01-01 00:30:00,fall,coffee,pet dog,eternal sunshine of the spotless mind,"comedy, drama, romance, documentary","tennis, my dog! , cross stitching",
2025-09-09 17:50:37,bachelor's (cs),True,4+ years,2,macos,True,"english, mandarin","asia, europe, north america",2004-03-25,1900-01-01 08:30:00,1900-01-01 12:30:00,summer,tea,pet dog,tenet,"action, drama, sci-fi, fantasy, romance","frisbee, tennis, card games",
2025-09-10 10:32:27,bachelor's (statistics),True,1-2 years,2,macos,True,"english, arabic",asia,2003-10-06,1900-01-01 08:00:00,1900-01-01 01:00:00,spring,coffee,pet rock,you,mystery/thriller,"crying, screaming, sobbing",🧐
2025-09-09 17:51:54,bachelor's (cs),False,1-2 years,1,macos,False,"english, ukrainian, french, russian","asia, europe, north america",2005-03-10,1900-01-01 08:30:00,1900-01-01 11:00:00,spring,no caffeine for me!,pet dog,titanic,"action, comedy, drama, sci-fi, fantasy, mystery/thriller, romance","reading, going on walks, playing the piano",
2025-09-09 17:51:57,bachelor's (cs),True,1-2 years,2,macos,False,"english, hindi","asia, europe, north america",2005-09-26,1900-01-01 08:00:00,1900-01-01 11:00:00,fall,coffee,pet rock,crazy stupid love,"action, comedy, romance","journalism, guitar, golf",
2025-09-09 17:52:18,bachelor's (am),False,less than 1 year,1,macos,True,"italian, english","africa, asia, europe, north america, south america",,,1900-01-01 00:00:00,spring,energy drinks,pet cat,,,photography,
2025-09-09 17:54:56,bachelor's (cs),False,1-2 years,2,macos,True,"english, arabic","asia, europe, north america",2006-08-24,1900-01-01 09:00:00,1900-01-01 02:00:00,summer,energy drinks,pet cat,avengers endgame,"action, horror","tennis, video games, coding",
2025-09-09 17:55:00,mit mfin,True,less than 1 year,2,macos,True,mandarin,"asia, europe, north america",,1900-01-01 08:00:00,1900-01-01 23:00:00,fall,coffee,pet cat,interstellar,"action, comedy, sci-fi, fantasy, mystery/thriller","reading, playing video games, listening to music",
2025-09-09 17:55:20,master's (ds),True,1-2 years,3,macos,False,mandarin,"antarctica, asia, europe, north america",2002-08-09,1900-01-01 07:15:00,1900-01-01 02:00:00,fall,coffee,pet dog,,"action, comedy, drama, sci-fi, fantasy, romance",,
2025-09-09 17:55:36,phd,True,2-4 years,4,macos,True,chinese english,"asia, north america",2000-12-21,1900-01-01 11:59:00,1900-01-01 02:00:00,summer,no caffeine for me!,pet dog,moving castles,"action, sci-fi",piano,
2025-09-09 17:55:41,master's (bioinformatics),True,1-2 years,3,macos,False,"english, chinese","asia, europe, north america",2003-04-05,1900-01-01 07:00:00,1900-01-01 11:00:00,summer,coffee,pet cat,charlie and the chocolate factory,"comedy, fantasy, romance","traveling, dancing, doing work-out",
2025-09-09 17:55:54,bachelor's (cs),True,2-4 years,3,macos,True,"english, filipino","asia, north america",2005-07-04,1900-01-01 08:30:00,1900-01-01 01:00:00,fall,coffee,pet dog,la la land,"comedy, drama, horror, sci-fi, mystery/thriller, romance, documentary","biking, hiking, tennis",
2025-09-09 17:57:06,bachelor's (cs),True,4+ years,2,macos,True,"english, chinese, cantonese, malay","asia, australia, europe, north america",2005-09-30,1900-01-01 08:00:00,1900-01-01 00:30:00,fall,no caffeine for me!,pet dog,,,,
2025-09-09 17:57:18,master's (ds),True,2-4 years,5,macos,False,"chinese, english","asia, north america",2003-07-04,1900-01-01 08:30:00,1900-01-01 00:00:00,fall,no caffeine for me!,pet dog,,"horror, mystery/thriller","crochet, music, photography",
2025-09-09 17:58:59,bachelor's (cs),True,4+ years,4,windows,True,"english, thai","asia, australia, europe, north america, south america",2004-12-08,1900-01-01 08:30:00,1900-01-01 00:00:00,fall,tea,pet dog,eeaao,"action, comedy, drama, sci-fi, mystery/thriller","basketball, cooking, coding",
2025-09-10 10:32:20,bachelor's (cs),True,2-4 years,3,macos,False,english,"europe, north america",2005-02-08,1900-01-01 07:00:00,1900-01-01 00:00:00,winter,no caffeine for me!,pet cat,mamma mia,"comedy, drama, fantasy","hiking, playing guitar, reading",😎
2025-09-09 18:02:40,master's (ds),True,2-4 years,3,windows,True,"english,chinese","africa, asia, europe, north america, south america",2002-11-06,1900-01-01 09:00:00,1900-01-01 00:00:00,spring,no caffeine for me!,pet cat,,"action, horror, sci-fi","scuba dive,tennis, traveling",
2025-09-09 18:02:44,ms/mba,True,1-2 years,3,macos,True,"english, mandarin, spanish","asia, europe, north america, south america",2002-02-16,1900-01-01 08:00:00,1900-01-01 01:00:00,summer,no caffeine for me!,pet rock,pacific rim,"action, comedy, sci-fi","chess, bouldering, ultimate frisbee",
2025-09-09 18:03:33,master's (ds) [extension school],True,1-2 years,4,macos,True,"english, spanish, portuguese","north america, south america",1989-05-05,1900-01-01 04:00:00,1900-01-01 21:00:00,summer,energy drinks,pet dog,le fabuleux destin d'amélie poulain,"comedy, drama","woodworking, off-roading, diy",
2025-09-09 18:04:30,bachelor's (statistics),True,2-4 years,4,macos,False,english,"europe, north america",,,,,,,,,,
2025-09-09 18:04:49,master's (ds) [extension school],True,1-2 years,3,macos,True,chinese/taiwanese,"africa, asia, australia, europe, north america, south america",1977-08-18,1900-01-01 05:55:00,1900-01-01 00:30:00,summer,coffee,pet dog,jurassic park,"action, comedy, sci-fi, fantasy, documentary","skiing, basketball, american football",
2025-09-10 10:33:18,master's (ds) [extension school],True,2-4 years,3,linux,True,"english, french","europe, north america",1988-08-21,1900-01-01 07:00:00,1900-01-01 22:45:00,fall,tea,pet cat,the princess bride,"action, comedy, sci-fi, mystery/thriller, documentary","ceramics, computer gaming, singing",🧐
2025-09-09 18:11:27,phd,True,4+ years,5,macos,True,"english, spanish","asia, europe, north america",2002-04-05,1900-01-01 08:00:00,1900-01-01 11:00:00,spring,tea,pet dog,,"comedy, sci-fi","crocheting, baking",
2025-09-10 10:35:18,artificial intelligence graduate certificate [extension school],False,less than 1 year,1,i use google colab,False,"bengali, english","asia, australia, europe, north america",1972-07-26,1900-01-01 05:30:00,1900-01-01 22:30:00,spring,tea,pet cat,the message (1976 film),"drama, mystery/thriller, documentary","reading books, cooking, music",😱
2025-09-09 18:16:05,master's (ds) [extension school],True,4+ years,4,windows,False,"english, spanish, german","asia, europe, north america",1975-06-22,1900-01-01 06:30:00,1900-01-01 11:30:00,winter,coffee,pet cat,star wars: episode iv - a new hope,"action, drama, horror, sci-fi, fantasy, mystery/thriller, documentary","music, data science, car detailing",
2025-09-09 18:17:11,bachelor's (economics),False,less than 1 year,1,macos,False,"english, chinese","asia, europe, north america",2004-09-01,1900-01-01 08:00:00,1900-01-01 23:30:00,winter,no caffeine for me!,pet dog,good will hunting,romance,"running, skiing, watching tv",
2025-09-09 18:18:15,master's (cse),True,4+ years,4,macos,False,"english, french","africa, asia, australia, europe, north america, south america",2004-12-20,1900-01-01 08:00:00,1900-01-01 23:00:00,winter,no caffeine for me!,pet cat,,"comedy, sci-fi, fantasy, mystery/thriller, romance",,
2025-09-09 18:19:23,master's (ds) [extension school],True,less than 1 year,1,windows,True,"english, french, chinese","asia, europe, north america",1987-05-05,1900-01-01 05:00:00,1900-01-01 01:00:00,fall,tea,pet dog,the sound of music,"action, comedy, mystery/thriller, romance, documentary","yoga, rock climbing, reading",
2025-09-09 18:19:35,master's (ds),True,2-4 years,3,macos,True,"english, chinese, korean","asia, europe, north america, south america",2002-12-19,1900-01-01 09:00:00,1900-01-01 01:00:00,summer,coffee,pet dog,lion king,"action, comedy, drama, sci-fi, fantasy, mystery/thriller, romance, documentary",,
2025-09-09 18:19:46,bachelor's (cs),True,1-2 years,1,macos,True,mandarin,"asia, europe, north america",2005-01-24,1900-01-01 10:00:00,1900-01-01 01:00:00,summer,energy drinks,pet rock,,,,
2025-09-09 18:21:17,bachelor's (cs),True,1-2 years,2,macos,False,"english, mandarin","asia, australia, europe, north america",2004-12-25,1900-01-01 09:00:00,1900-01-01 02:00:00,summer,coffee,pet dog,i dont know,"action, comedy, romance, documentary","running, walking my dog, watching basketball games",
2025-09-09 18:22:11,bachelor's (statistics),False,2-4 years,2,macos,False,english,"asia, europe, north america",2005-02-15,1900-01-01 08:00:00,1900-01-01 00:00:00,summer,no caffeine for me!,pet dog,aladdin,"comedy, drama, fantasy, romance","playing pickleball, reading, playing piano",
2025-09-09 18:22:30,bachelor's (cs),True,1-2 years,1,macos,False,"english, spanish","europe, north america, south america",2004-08-10,1900-01-01 08:00:00,1900-01-01 00:00:00,summer,tea,pet dog,,"action, comedy, drama, sci-fi, mystery/thriller, romance","reading, running, netflix",
2025-09-09 18:22:36,phd,True,4+ years,3,linux,True,"english, arabic, dutch, german, italian","asia, europe, north america",1997-05-30,1900-01-01 08:00:00,1900-01-01 00:12:00,fall,coffee,pet cat,the grand budapest hotel,"comedy, horror, fantasy, arthouse","lifting weights, crochet, smoking hookah",
2025-09-09 18:23:05,mit,True,less than 1 year,2,macos,True,"english, chinese, french","asia, australia, europe, north america",2003-04-24,1900-01-01 09:30:00,1900-01-01 01:00:00,spring,coffee,pet dog,fast and furious,"action, comedy","air rifle, cafe hopping, gyming",
2025-09-09 18:28:50,phd,True,less than 1 year,1,macos,False,"english, danish","europe, north america, south america",1998-10-10,1900-01-01 09:00:00,1900-01-01 23:00:00,fall,coffee,pet dog,,"comedy, drama, sci-fi, fantasy, documentary","gardening, hiking, aerial acrobatics",
2025-09-09 18:30:07,phd,False,less than 1 year,1,windows,False,"english, croatian, bosnian, serbian, montenegrin","asia, europe, north america",1991-04-17,1900-01-01 08:00:00,1900-01-01 00:00:00,summer,coffee,pet dog,the shawshank redemption,"action, comedy","running, learning data science, having coffee with friends",
2025-09-09 18:36:26,bachelor's (statistics),True,4+ years,3,macos,False,"english, hindi, spanish","asia, europe, north america, south america",2005-05-20,1900-01-01 08:27:00,1900-01-01 01:00:00,spring,coffee,pet dog,interstellar,"action, comedy, sci-fi, fantasy, mystery/thriller, romance","singing, writing, playing guitar",
2025-09-09 18:37:36,master's (ds),True,1-2 years,3,macos,False,chinese，english,north america,2003-01-31,1900-01-01 08:30:00,1900-01-01 00:00:00,spring,coffee,pet dog,avatar,romance,"travel, watch tv series, shopping",
2025-09-09 18:38:11,master's (ds),True,1-2 years,2,windows,True,chinese,"asia, north america",2003-08-11,1900-01-01 10:00:00,1900-01-01 02:00:00,spring,coffee,pet dog,the dark knight rises,"sci-fi, documentary","reading, bird watching, photography",
2025-09-09 18:38:44,bachelor's (cs),True,less than 1 year,2,macos,False,english,"africa, asia, australia, europe, north america, south america",2004-05-31,1900-01-01 08:00:00,1900-01-01 01:00:00,fall,coffee,pet dog,,,,
2025-09-09 18:38:54,master's (ds) [extension school],True,4+ years,2,windows,True,english,"asia, north america",1997-08-25,1900-01-01 07:00:00,1900-01-01 00:00:00,fall,coffee,pet rock,lost in translation,"action, comedy, sci-fi","piano, guitar, writing poetry",
2025-09-09 18:44:00,bachelor's (cs),True,4+ years,4,macos,True,"persian, english","asia, europe, north america",2005-03-29,1900-01-01 08:00:00,1900-01-01 00:00:00,fall,energy drinks,pet dog,shutter island,"action, drama, sci-fi, mystery/thriller, romance","running/walking, listening to music, trying new food",
2025-09-09 18:46:00,"master's (dbmi, hms)",True,1-2 years,3,macos,True,"chinese, english","asia, europe, north america",2002-10-24,1900-01-01 07:45:00,1900-01-01 00:00:00,fall,coffee,pet cat,,"horror, mystery/thriller, romance, documentary","playing valorant, playing with my cat, cooking",
2025-09-09 18:46:15,bachelor's (neuroscience),True,2-4 years,2,macos,True,"english, spanish","europe, north america, south america",2004-06-16,1900-01-01 09:30:00,1900-01-01 01:30:00,fall,tea,pet dog,everything everywhere all at once,"action, comedy, fantasy, romance","playing guitar, painting",
2025-09-09 18:47:21,master's (landscape architecture),False,less than 1 year,1,windows,True,"english, chinese",asia,2001-11-10,1900-01-01 09:30:00,1900-01-01 01:00:00,winter,coffee,pet dog,,"action, comedy, drama",,
2025-09-09 18:47:34,master’s (cbqg),True,4+ years,4,macos,True,"mandarin, english","asia, europe, north america",2003-02-10,1900-01-01 08:40:00,1900-01-01 01:00:00,fall,no caffeine for me!,pet rock,smile 2,"comedy, horror","going to live concert, watching horror movies, listening to music",
2025-09-09 18:49:08,bachelor's (cs),True,4+ years,4,macos,True,"english, krio",north america,2004-02-13,1900-01-01 09:15:00,1900-01-01 02:00:00,summer,energy drinks,pet dog,avengers: endgame,"action, comedy, drama, mystery/thriller, documentary","playing nintendo, watching anime, spending time with friends",
2025-09-09 18:49:36,ms/mba,True,less than 1 year,2,windows,True,"swahili, basic french","africa, asia, europe, north america, south america",1995-04-02,1900-01-01 06:00:00,1900-01-01 22:00:00,summer,coffee,pet cat,groundhog day,"action, comedy, mystery/thriller","chess, running, reading",
2025-09-09 18:52:31,master's (ds),True,4+ years,4,macos,True,"english, korean, japanese","asia, europe, north america",1997-10-24,1900-01-01 08:30:00,1900-01-01 01:00:00,fall,coffee,pet dog,mission impossible series,"action, comedy, drama, romance","watching yt, going on a walk, walking my dog",
2025-09-09 18:57:50,master's (ds),True,2-4 years,3,macos,False,"mandarine, english","asia, europe, north america",2002-12-20,1900-01-01 10:00:00,1900-01-01 02:00:00,fall,coffee,pet cat,harry potter,"action, comedy, fantasy, romance","playing tennis, playing the piano, traveling",
2025-09-09 18:57:52,phd,True,1-2 years,2,macos,False,english,"asia, europe, north america",2000-04-20,1900-01-01 06:45:00,1900-01-01 23:00:00,fall,coffee,pet dog,,"action, comedy, drama, romance, documentary","skiing, running, hiking",
2025-09-09 18:58:12,faculty,True,4+ years,5,macos,True,"greek, english","africa, antarctica, asia, australia, europe, north america, south america",1966-09-10,1900-01-01 06:00:00,1900-01-01 01:00:00,winter,coffee,pet rock,withnail and i,,"xc skiing, road cycling and teaching",
2025-09-09 19:03:38,,True,less than 1 year,1,macos,True,,"asia, north america",,1900-01-01 07:30:00,1900-01-01 00:00:00,fall,no caffeine for me!,pet dog,,"fantasy, romance",,
2025-09-09 19:05:23,hse student (taking this course only in the whole semester),True,2-4 years,4,macos,True,spanish and english,north america,1999-09-23,1900-01-01 07:00:00,1900-01-01 22:30:00,winter,coffee,pet dog,demon slayer: infinity castle,"comedy, drama, horror, sci-fi, mystery/thriller, romance, documentary","hitting the gym, playing videogames, cooking",
2025-09-10 10:32:36,master's (ds) [extension school],True,2-4 years,4,macos,False,"german, english, spanish","africa, asia, europe, north america",1970-10-31,1900-01-01 05:30:00,1900-01-01 22:00:00,fall,coffee,pet rock,2001: a space odyssey,"sci-fi, documentary, independent","hiking, skiing, piano playing",😅
2025-09-09 19:08:55,master's (ds),True,2-4 years,3,macos,True,"english, chinese","asia, europe, north america, south america",2003-03-21,1900-01-01 08:00:00,1900-01-01 02:00:00,fall,coffee,pet dog,little women (2019),"action, drama, sci-fi, romance","swimming, watching movies, grocery shopping",
2025-09-09 19:16:15,master's (ds) [extension school],True,4+ years,4,windows,True,"english, french","africa, asia, australia, europe, north america, south america",,1900-01-01 06:30:00,1900-01-01 22:00:00,summer,coffee,pet dog,pulp fiction,"action, comedy, drama, sci-fi, mystery/thriller, romance","padel, running, fantasy baseball",
2025-09-09 19:16:53,phd,True,1-2 years,2,macos,True,elvish,"asia, europe, north america",2000-10-18,1900-01-01 09:30:00,1900-01-01 01:00:00,spring,coffee,pet cat,,"action, comedy, sci-fi, documentary","dancing, cooking, hiking",
2025-09-09 19:19:29,bachelor's (cs),True,4+ years,2,wsl,True,english,asia,2005-07-27,1900-01-01 08:30:00,1900-01-01 02:00:00,summer,tea,pet dog,"jurassic park, jaws, grease","action, comedy, romance, documentary","coding, reading, fishing",
2025-09-09 19:25:05,master's (ds),True,1-2 years,1,windows,True,"english, chinese","asia, north america",2003-06-10,1900-01-01 09:30:00,1900-01-01 00:30:00,spring,coffee,pet rock,harry potter and the half-blood prince,"action, comedy, drama, horror, sci-fi, fantasy, mystery/thriller, romance, documentary","fps game (cs2, apex legend, valorant), watch movies, listen musics",
2025-09-09 19:26:35,bachelor's (cs),True,4+ years,1,windows,True,english,"asia, north america",2005-06-28,1900-01-01 09:30:00,1900-01-01 01:30:00,summer,no caffeine for me!,pet dog,hidden figures,i don’t watch a lot of movies.,"piano, board games, and puzzles",
2025-09-09 19:27:48,master's (ds),True,2-4 years,3,macos,True,"russian, english, spanish","asia, europe, north america, south america",1994-12-20,1900-01-01 04:30:00,1900-01-01 21:00:00,summer,coffee,pet cat,mad max: fury road,"action, drama, sci-fi, fantasy, mystery/thriller, documentary","submission grappling, record crate digging, reading",
2025-09-09 19:32:29,master's (ds) [extension school],True,4+ years,3,linux,True,"english, farsi, turkish","asia, europe, north america",1984-07-06,1900-01-01 07:00:00,1900-01-01 11:00:00,summer,coffee,pet dog,matrix,"action, comedy, drama, sci-fi, mystery/thriller","movies, nature, exploration",
2025-09-09 19:40:45,phd,True,2-4 years,3,windows,True,"english, spanish,","europe, north america",1999-04-20,1900-01-01 06:10:00,1900-01-01 23:30:00,summer,coffee,pet cat,surf's up,"action, comedy, horror, sci-fi, mystery/thriller","music production, volleyball, videogames",
2025-09-09 19:42:27,bachelor's (cs),True,2-4 years,3,macos,True,"english, mandarin","africa, asia, europe, north america, south america",2004-01-14,1900-01-01 08:30:00,1900-01-01 00:30:00,winter,no caffeine for me!,pet dog,interstellar,"action, comedy, sci-fi, documentary","running, biking",
2025-09-09 19:45:23,master's (ds) [extension school],True,1-2 years,3,windows,True,"spanish, english, french","asia, europe, north america, south america",1991-11-19,1900-01-01 08:30:00,1900-01-01 00:30:00,winter,coffee,pet dog,v for vendetta,"action, comedy, sci-fi, fantasy","watching videogame streams, learning a language, watching anime",
2025-09-09 19:46:18,master's (ds),True,2-4 years,3,macos,True,"english, chinese","africa, asia, europe, north america",2003-04-06,1900-01-01 07:30:00,1900-01-01 00:30:00,fall,coffee,pet dog,the imitation game,"action, comedy, drama, horror, sci-fi, fantasy, mystery/thriller, romance, documentary","playing bass, video games, basketball",
2025-09-09 19:50:46,master's (ds) [extension school],True,4+ years,5,windows,True,"python,sql, vbs","asia, australia, north america",1991-04-08,,1900-01-01 00:00:00,spring,coffee,pet cat,"godfather i, ii, iii","comedy, sci-fi, fantasy, mystery/thriller","camping, fishing, cooking",
2025-09-09 19:52:21,master's (mdes),True,less than 1 year,2,macos,True,"english, mandarin","asia, europe, north america",2000-04-07,1900-01-01 07:30:00,1900-01-01 12:00:00,spring,coffee,pet cat,perfect blue,drama,"playing volleyball, painting, reading books",
2025-09-09 19:56:17,bachelor's (cs),True,1-2 years,1,macos,True,english,"europe, north america",2004-03-03,1900-01-01 08:00:00,1900-01-01 00:00:00,winter,no caffeine for me!,pet dog,tenet,"action, comedy, drama, sci-fi, fantasy, mystery/thriller","reading, eating, writing",
2025-09-09 19:56:42,bachelor's (cs),True,2-4 years,3,macos,False,"english, chinese","asia, europe, north america",2004-02-09,1900-01-01 09:50:00,1900-01-01 01:45:00,fall,tea,pet dog,,,,
2025-09-09 19:57:27,master's (mde),False,less than 1 year,1,macos,True,"spanish, english","europe, north america, south america",1994-12-06,1900-01-01 06:00:00,1900-01-01 11:00:00,summer,coffee,pet dog,soul,"drama, sci-fi, romance, documentary","going to the gym, reading, walking",
2025-09-09 19:58:29,bachelor's (bme),True,less than 1 year,2,macos,False,"english, spanish","europe, north america, south america",2005-07-01,1900-01-01 08:00:00,1900-01-01 00:30:00,fall,coffee,pet dog,se7en,"action, comedy, drama, sci-fi","running, snorkeling, reading",
2025-09-09 19:58:48,bachelor's (cs),True,2-4 years,2,windows,True,"english, hindi","asia, north america",2001-06-01,1900-01-01 06:00:00,1900-01-01 22:00:00,winter,tea,pet rock,tv show - suits,"comedy, documentary","learning, learning and implementing",
2025-09-09 20:01:55,bachelor's (cs),True,1-2 years,3,macos,True,"english, spanish","europe, north america, south america",2003-09-30,1900-01-01 10:00:00,1900-01-01 02:00:00,spring,coffee,pet dog,valerian and the city of a thousand planets,"drama, horror, mystery/thriller, romance","musical theatre, singing, journaling",
